title,publish_time,authors,journal
Caveats in interpreting SARS‐CoV‐2 IgM positive/IgG negative antibody profile in asymptomatic health care workers,"{""value"":""2020-08-06""}","Valdivia, Arantxa; Torres, Ignacio; Huntley, Dixie; Alcaraz, María Jesús; Albert, Eliseo; Solano de la Asunción, Carlos; González, Carmelo; Ferrer, Josep; Navarro, David",J Med Virol
A systematic review and meta‐analysis of children with Coronavirus Disease 2019 (COVID‐19),"{""value"":""2020-08-06""}","Cui, Xiaojian; Zhao, Zhihu; Zhang, Tongqiang; Guo, Wei; Guo, Wenwei; Zheng, Jiafeng; Zhang, Jiayi; Dong, Cuicui; Na, Ren; Zheng, Lisheng; Li, Wenliang; Liu, Zihui; Ma, Jia; Wang, Jinhu; He, Sijia; Xu, Yongsheng; Si, Ping; Shen, Yongming; Cai, Chunquan",J Med Virol
Comment on Hu et al: The cytokine storm and COVID‐19,"{""value"":""2020-08-06""}","Faqihi, Fahad; Alharthy, Abdulrahman; Memish, Ziad A; Karakitsos, Dimitrios",J Med Virol
SARS‐CoV‐2 myopathy,"{""value"":""2020-08-06""}","Finsterer, Josef; Scorza, Fulvio A.",J Med Virol
Transmission dynamics of SARS‐CoV‐2 within families with children in Greece: a study of 23 clusters,"{""value"":""2020-08-07""}","Maltezou, Helena C.; Vorou, Rengina; Papadima, Kalliopi; Kossyvakis, Athanasios; Spanakis, Nikolaos; Gioula, Georgia; Exindari, Maria; Metallidis, Symeon; Lourida, Athanasia N.; Raftopoulos, Vasilios; Froukala, Elisavet; Martinez‐Gonzalez, Beatriz; Mitsianis, Athanasios; Roilides, Emmanuel; Mentis, Andreas; Tsakris, Athanasios; Papa, Anna",J Med Virol
Report of death in children with SARS‐CoV‐2 and Human metapneumovirus (hMPV) co‐infection: is hMPV the trigger?,"{""value"":""2020-08-07""}","Hashemi, Seyed Ahmad; Safamanesh, Saghar; Ghasemzadeh‐Moghaddam, Hamed; Ghafouri, Majid; Zadeh‐Heydari, Mina Sadat Mohajer; Abad, Hasan Namdar Ahmad; Amir, Azimian",J Med Virol
Clinical and Radiological Diagnosis of Non‐SARS‐CoV‐2 Viruses in the Era of Covid‐19 Pandemic,"{""value"":""2020-08-08""}","Alpaydin, Aylin Ozgen; Gezer, Naciye Sinem; Simsek, Gokçen Omeroğlu; Tertemiz, Kemal Can; Kutsoylu, Oya Ozlem Eren; Zeka, Arzu Nazli; Guzel, Irmak; Soyturk, Mujde; Sayiner, Ayca Arzu; Oguz, Vildan Avkan",J Med Virol
Bayesian latent class models to estimate diagnostic test accuracies of COVID‐19 tests,"{""value"":""2020-08-08""}","Hartnack, Sonja; Eusebi, Paolo; Kostoulas, Polychronis",J Med Virol
The Outcome of COVID‐19 in Patients with Hematological Malignancy,"{""value"":""2020-08-10""}","Yigenoglu, Tugce Nur; Ata, Naim; Altuntas, Fevzi; Bascı, Semih; Sinan Dal, Mehmet; Korkmaz, Serdal; Namdaroglu, Sinem; Basturk, Abdulkadir; Hacıbekiroglu, Tuba; Dogu, Mehmet Hilmi; Berber, İlhami; Dal, Kursat; Erkurt, Mehmet Ali; Turgut, Burhan; Ilgu, Mahir; Celik, Osman; Imrat, Ersan; Birinci, Suayip",J Med Virol
Elevated MUC1 and MUC5AC mucin protein levels in airway mucus of critical ill COVID‐19 Patients,"{""value"":""2020-08-10""}","Lu, Wenju; Liu, Xiaoqing; Wang, Tao; Liu, Fei; Zhu, Airu; Lin, Yongping; Luo, Jieping; Ye, Feng; He, Jianxing; Zhao, Jincun; Li, Yiming; Zhong, Nanshan",J Med Virol
Early administration of lopinavir/ritonavir plus hydroxychloroquine does not alter the clinical course of SARS‐CoV‐2 infection: a retrospective cohort study,"{""value"":""2020-08-10""}","Giacomelli, Andrea; Pagani, Gabriele; Ridolfo, Anna Lisa; Oreni, Letizia; Conti, Federico; Pezzati, Laura; Bradanini, Lucia; Casalini, Giacomo; Bassoli, Cinzia; Morena, Valentina; Passerini, Simone; Rizzardini, Giuliano; Cogliati, Chiara; Ceriani, Elisa; Colombo, Riccardo; Rusconi, Stefano; Gervasoni, Cristina; Cattaneo, Dario; Antinori, Spinello; Galli, Massimo",J Med Virol
Ocular findings in patients with coronavirus disease 2019 (COVID‐19) in an outbreak hospital,"{""value"":""2020-08-10""}","Öncül, Hasan; Öncül, Fatma Yılmaz; Alakus, Mehmet Fuat; Çağlayan, Mehtap; Dag, Umut",J Med Virol
Association between markers of immune response at hospital admission and COVID‐19 disease severity and mortality: A meta‐analysis and meta‐regression,"{""value"":""2020-08-10""}","Khinda, Jaskaran; Janjua, Naveed Z.; Cheng, Shannon; van den Heuvel, Edwin R.; Bhatti, Parveen; Darvishian, Maryam",J Med Virol
Convalescent plasma a clutch at straws in COVID‐19 management! A systematic review and meta‐analysis,"{""value"":""2020-08-10""}","Sarkar, Soumya; Soni, Kapil Dev; Khanna, Puneet",J Med Virol
COVID‐19 and AIDS: outcomes from the co‐existence of two global pandemics and the importance of chronic antiretroviral therapy,"{""value"":""2020-08-11""}","Patel, Raj H.; Acharya, Arpan; Mohan, Mahesh; Byrareddy, Siddappa N.",J Med Virol
Mutational spectra of SARS‐CoV‐2 orf1ab polyprotein and signature mutations in the United States of America,"{""value"":""2020-08-11""}","Banerjee, Shuvam; Seal, Sohan; Dey, Riju; Mondal, Kousik Kr.; Bhattacharjee, Pritha",J Med Virol
Evaluation of retinotoxicity of COVID‐19 treatment: hydroxychloroquine and lopinavir/ritonavir,"{""value"":""2020-08-12""}","Burgos‐Blasco, Barbara; Güemes‐Villahoz, Noemi; Vidal‐Villegas, Beatriz; Donate‐Lopez, Juan; Garcia‐Feijoo, Julian",J Med Virol
Crimean‐Congo hemorrhagic fever and Eid‐Ul‐Adha: A potential threat during the COVID‐19 pandemic,"{""value"":""2020-08-13""}","Butt, Muhammad H.; Ahmad, Abrar; Misbah, Shahzadi; Mallhi, Tauqeer H.; Khan, Yusra H.",J Med Virol
Results from a survey in healthy blood donors in South Eastern Italy indicate that we are far away from herd immunity to SARS‐CoV‐2,"{""value"":""2020-08-13""}","Fiore, Josè Ramòn; Centra, Michele; De Carlo, Armando; Granato, Tommaso; Rosa, Annamaria; Sarno, Michelina; De Feo, Lucia; Di Stefano, Mariantonietta; D' Errico, Maria; Caputo, Sergio Lo; De Nittis, Rosella; Arena, Fabio; Corso, Gaetano; Margaglione, Maurizio; Santantonio, Teresa Antonia",J Med Virol
Targeting human TLRs to combat COVID‐19: A solution?,"{""value"":""2020-08-13""}","Patra, Ritwik; Chandra Das, Nabarun; Mukherjee, Suprabhat",J Med Virol
Distinguishing between COVID‐19 and influenza during the early stages by measurement of peripheral blood parameters,"{""value"":""2020-08-13""}","Chen, Jiangnan; Pan, Yong; Li, Gangfeng; Xu, Wenfang; Zhang, Lihong; Yuan, Shijin; Xia, Yan; Lu, Pei; Zhang, Jun",J Med Virol
The arrival and spread of SARS‐CoV‐2 in Colombia,"{""value"":""2020-08-13""}","Ramírez, Juan David; Florez, Carolina; Muñoz, Marina; Hernández, Carolina; Castillo, Adriana; Gomez, Sergio; Rico, Angelica; Pardo, Lisseth; Barros, Esther C.; Castañeda, Sergio; Ballesteros, Nathalia; Martínez, David; Vega, Laura; Jaimes, Jesús E.; Cruz‐Saavedra, Lissa; Herrera, Giovanny; Patiño, Luz H.; Teherán, Aníbal A.; Gonzalez‐Reiche, Ana S.; Hernandez, Matthew M.; Sordillo, Emilia Mia; Simon, Viviana; van Bakel, Harm; Paniz‐Mondolfi, Alberto",J Med Virol
Statistical issues in the development of COVID‐19 prediction models,"{""value"":""2020-08-13""}","Collins, Gary S.; Wilkinson, Jack",J Med Virol
Pearls and Pitfalls: two contrasting HIV diagnoses in the COVID‐19 era and the case for screening,"{""value"":""2020-08-13""}","Bartilotti‐Matos, F; Davies, P.",J Med Virol
Risk and protective factors of SARS‐CoV‐2 infection,"{""value"":""2020-08-13""}","Takagi, Hisato",J Med Virol
Serum prealbumin values predict the severity of coronavirus disease 2019 (COVID‐19),"{""value"":""2020-08-13""}","Mattiuzzi, Camilla; Lippi, Giuseppe",J Med Virol
Closing the Serological Gap in the Diagnostic Testing for COVID‐19: The Value of Anti‐SARS‐CoV‐2 IgA Antibodies,"{""value"":""2020-08-13""}","Infantino, Maria; Manfredi, Mariangela; Grossi, Valentina; Lari, Barbara; Fabbri, Sergio; Benucci, Maurizio; Fortini, Alberto; Damiani, Arianna; Mobilia, Emanuela Maria; Panciroli, Marta; Pancani, Silvia; Pesce, Giampaola",J Med Virol
Late Onset Infectious Complications and Safety of Tocilizumab in the Management of COVID‐19,"{""value"":""2020-08-13""}","Pettit, Natasha N.; Nguyen, Cynthia T.; Mutlu, Gökhan M; Wu, David; Kimmig, Lucas; Pitrak, David; Pursell, Kenneth",J Med Virol
"Epidemiology of COVID‐19: A Systematic Review and Meta‐analysis of Clinical Characteristics, Risk factors and Outcomes","{""value"":""2020-08-13""}","Li, Jie; Huang, Daniel Q.; Zou, Biyao; Yang, Hongli; Hui, Wan Zi; Rui, Fajuan; Yee, Natasha Tang Sook; Liu, Chuanli; Nerurkar, Sanjna Nilesh; Kai, Justin Chua Ying; Teng, Margaret Li Peng; Li, Xiaohe; Zeng, Hua; Borghi, John A.; Henry, Linda; Cheung, Ramsey; Nguyen, Mindie H.",J Med Virol
The effect of smoking on COVID‐19 severity: A systematic review and meta‐analysis,"{""value"":""2020-08-13""}","Reddy, Rohin K.; Charles, Walton N.; Sklavounos, Alexandros; Dutt, Atul; Seed, Paul T.; Khajuria, Ankur",J Med Virol
"Low post‐pandemic wave SARS‐CoV‐2 seroprevalence in Kuala Lumpur and Selangor, Malaysia","{""value"":""2020-08-13""}","Sam, I‐Ching; Chong, Yoong Min; Tan, Chee Wah; Chan, Yoke Fun",J Med Virol
Association of Pediatric COVID‐19 and Subarachnoid Hemorrhage,"{""value"":""2020-08-14""}","Basirjafari, Sedighe; Rafiee, Masoumeh; Shahhosseini, Babak; Mohammadi, Mehdi; Neshin, Saeideh Aghayari Sheikh; Zarei, Mohammad",J Med Virol
Clinical usefulness of fully automated chemiluminescent immunoassay for quantitative antibody measurements in COVID‐19 patients,"{""value"":""2020-08-14""}","Soleimani, R; Khourssaji, M; Gruson, D; Rodriguez‐Villalobos, H; Berghmans, M; Belkhir, L; Yombi, J‐C; Kabamba‐Mukadi, B",J Med Virol
Serum concentrations of Krebs von den Lungen‐6 in different COVID‐19 phenotypes,"{""value"":""2020-08-14""}","d’Alessandro, Miriana; Cameli, Paolo; Bergantini, Laura; Franchi, Federico; Scolletta, Sabino; Bargagli, Elena",J Med Virol
No Temporal Association between Human Coronavirus and Kawasaki Disease: National Data from South Korea,"{""value"":""2020-08-14""}","Choe, Seung‐Ah; An, Hyo Soon; Choe, Young June",J Med Virol
"Recurrence of SARS‐CoV‐2 infection with a more severe case after mild COVID‐19, reversion of RT‐qPCR for positive and late antibody response: case report","{""value"":""2020-08-14""}","Alonso, Fábio de O. Martinez; Sabino, Bruno Duarte; Guimarães, Maria Angelica Arpon Marandino; Varella, Rafael Brandão",J Med Virol
COVID‐19 related immune hemolysis and thrombocytopenia,"{""value"":""2020-08-16""}","Sahu, Kamal Kant; Borogovac, Azra; Cerny, Jan",J Med Virol
The role of DBP gene polymorphisms in the prevalence of new coronavirus disease 2019 infection and mortality rate,"{""value"":""2020-08-16""}","Karcioglu Batur, Lutfiye; Hekim, Nezih",J Med Virol
Clinical trials of inhaled beclomethasone and mometasone for COVID‐19 should be conducted,"{""value"":""2020-08-16""}","Miyazawa, Daisuke; Kaneko, Gen",J Med Virol
Clinical characteristics of moderate COVID‐19 patients aggravation in Wuhan Stadium Cabin Hospital: A 571 cases of retrospective cohort study,"{""value"":""2020-08-16""}","Shu, Lei; Wang, Xiaoyan; Li, Mingquan; Chen, Xiaolin; Ji, Ningfei; Shi, Lei; Wu, Mingjing; Deng, Kaili; Wei, Jing; Wang, Xueli; Cao, Yang; Yan, Jiaxin; Feng, Ganzhu",J Med Virol
Comparative analysis of antiviral efficacy of FDA‐approved drugs against SARS‐CoV‐2 in human lung cells,"{""value"":""2020-08-16""}","Ko, Meehyun; Jeon, Sangeun; Ryu, Wang‐Shick; Kim, Seungtaek",J Med Virol
Predictive effects of IgA and IgG combination to assess pulmonary exudation progression in COVID‐19 patients,"{""value"":""2020-08-17""}","Xue, Mingshan; Zhang, Teng; Hu, Haisheng; Huang, Zhifeng; Zhen, Yingjie; Liang, Yueting; Zeng, Yifeng; Jin, Tengchuan; Zhou, Luqian; Zhang, Xiaohua Douglas; Sun, Baoqing",J Med Virol
Acute arthritis following SARS‐CoV‐2 infection,"{""value"":""2020-08-18""}","Jovani, Vega; Pascual, Eliseo; Vela, Paloma; Andrés, Mariano",J Med Virol
Hydroxychloroquine for treatment of non‐severe COVID‐19 patients; systematic review and meta‐analysis of controlled clinical trials,"{""value"":""2020-08-18""}","Elsawah, Hozaifa Khalil; Elsokary, Mohamed Ahmed; Elrazzaz, Mahmoud Gamal; ElShafey, Ahmed Hane",J Med Virol
Bacterial Infections and Patterns of Antibiotic Use in Patients with COVID‐19,"{""value"":""2020-08-18""}","Goncalves Mendes Neto, Alvaro; Lo, Kevin Bryan; Wattoo, Ammaar; Salacup, Grace; Pelayo, Jerald; DeJoy, Robert; Bhargav, Ruchika; Gul, Fahad; Peterson, Eric; Albano, Jeri; Patarroyo‐Aponte, Gabriel; Rangaswami, Janani; Azmaiparashvili, Zurab",J Med Virol
"Low prevalence of antibodies against SARS‐CoV‐2 among voluntary blood donors in Guangzhou, China","{""value"":""2020-08-19""}","Xu, Ru; Huang, Jieting; Duan, Chaohui; Liao, Qiao; Shan, Zhengang; Wang, Min; Rong, Xia; Li, Chengyao; Fu, Yongshui; Wang, Hao",J Med Virol
Behavioural manipulation ‐ key to the successful global spread of the new Coronavirus SARS‐Cov‐2?,"{""value"":""2020-08-19""}","Bouayed, Jaouad; Bohn, Torsten",J Med Virol
Anaemia is associated with severe illness in COVID‐19: a retrospective cohort study,"{""value"":""2020-08-19""}","Tao, Zheying; Xu, Jing; Chen, Wei; Yang, Zhitao; Xu, Xiaoman; Liu, Ling; Chen, Ruwu; Xie, Jingyuan; Liu, Mingyu; Wu, Jingyi; Wang, Huiming; Liu, Jialin",J Med Virol
Effectiveness of remdesivir for the treatment of hospitalized Covid‐19 persons: a network meta‐analysis,"{""value"":""2020-08-19""}","Jiang, Yawen; Chen, Daqin; Cai, Dan; Yi, Yao; Jiang, Shan",J Med Virol
A Case of Gastrointestinal‐Predominant COVID‐19 Demonstrates Value of Stool PCR Test,"{""value"":""2020-08-20""}","Khoury, Neil C.; Russi, Thomas J.",J Med Virol
Geographical reconstruction of the SARS‐CoV‐2 outbreak in Lombardy (Italy) during the early phase,"{""value"":""2020-08-20""}","Micheli, Valeria; Rimoldi, Sara Giordana; Romeri, Francesca; Comandatore, Francesco; Mancon, Alessandro; Gigantiello, Anna; Perini, Matteo; Mileto, Davide; Pagani, Cristina; Lombardi, Alessandra; Gismondo, Maria Rita",J Med Virol
Considerations on oral manifestations of COVID‐19,"{""value"":""2020-08-22""}","de Sousa, Fernando Augusto Cervantes Garcia; Paradella, Thaís Cachuté",J Med Virol
Convergence between global BCG vaccination and COVID‐19 pandemic,"{""value"":""2020-08-22""}","Islam, Md. Zahurul; E‐Zahan, Md. Kudrat; Al‐Bari, Md. Abdul Alim",J Med Virol
Live unattenuated vaccines for controlling viral diseases including COVID‐19,"{""value"":""2020-08-24""}","Chen, Ji‐Ming",J Med Virol
Saliva sample pooling for the detection of SARS‐CoV‐2,"{""value"":""2020-08-25""}","Pasomsub, Ekawat; Watcharananan, Siriorn P.; Watthanachockchai, Treewat; Rakmanee, Kingkan; Tassaneetrithep, Boonrat; Kiertiburanakul, Sasisopin; Phuphuakrat, Angsana",J Med Virol
Diabetes in COVID‐19: Steroid effect,"{""value"":""2020-08-25""}","Mittal, Saurabh; Madan, Karan; Mohan, Anant; Tiwari, Pawan; Hadda, Vijay",J Med Virol
Targeting NLRP3 Inflammasome in an Animal Model for SARS‐CoV‐2,"{""value"":""2020-08-25""}","Sergi, Consolato M.; Chiu, Brian",J Med Virol
Asymptomatic SARS‐CoV‐2 infections in pregnant patients in an Italian city during complete lockdown,"{""value"":""2020-08-25""}","MASSAROTTI, Claudia; ADRIANO, Marco; CAGNACCI, Angelo; GORLERO, Franco; GUSTAVINO, Claudio; VALLERINO, Gabriele; PAOLUCCI, Roberta; DI LUCA, Martina; ANSERINI, Paola; FERRAIOLO, Antonella",J Med Virol
Impact of smoking on COVID‐19 severity.,"{""value"":""2020-08-25""}","Reddy, Rohin K.; Charles, Walton N.; Sklavounos, Alexandros; Seed, Paul T.; Khajuria, Ankur",J Med Virol
"Anxiety and depression symptoms after virological clearance of COVID‐19: a cross‐sectional study in Milan, Italy","{""value"":""2020-08-25""}","Tomasoni, D.; Bai, F.; Castoldi, R.; Barbanotti, D.; Falcinella, C.; Mulè, G.; Mondatore, D.; Tavelli, A.; Vegni, E.; Marchetti, G.; d’Arminio Monforte, A.",J Med Virol
Dengue Fever and COVID‐19 Co‐Infection; A Threat to Public Health for Co‐epidemic in Pakistan,"{""value"":""2020-08-27""}","Butt, Muhammad Hammad; Ahmad, Abrar; Misbah, Shahzadi; Mallhi, Tauqeer Hussain; Khan, Yusra Habib",J Med Virol
Association of Mortality and Recent M. Pneumoniae Infection in COVID‐19 Patients,"{""value"":""2020-08-27""}","Amin, Deepak; McKitish, Kristin; Shah, Prakesh S",J Med Virol
The “Post‐COVID” Syndrome: How Deep is the Damage?,"{""value"":""2020-08-27""}","Garg, Prerna; Arora, Umang; Kumar, Arvind; Wig, Naveet",J Med Virol
Tocilizumab – A beacon of hope in the management of severe COVID‐19?,"{""value"":""2020-08-28""}","Christou, Miss Sabina; Mohamed, Miss Siham; Tsigarides, Jordan",J Med Virol
Differentiation of COVID‐19 from seasonal influenza: a multicenter comparative study,"{""value"":""2020-08-28""}","Zhang, Jianguo; Ding, Daoyin; Huang, Xing; Zhang, Jinhui; Chen, Deyu; Fu, Peiwen; Shi, Yinghong; Xu, Wenrong; Tao, Zhimin",J Med Virol
Management of SARS‐CoV‐2 Pneumonia,"{""value"":""2020-08-28""}","Sagnelli, Caterina; Celia, Benito; Monari, Caterina; Cirillo, Salvatore; De Angelis, Giulia; Bianco, Andrea; Coppola, Nicola",J Med Virol
Clinical outcomes of patients with COVID‐19 and HIV coinfection,"{""value"":""2020-09-19""}","Nagarakanti, Sandhya R.; Okoh, Alexis K; Grinberg, Sagy; Bishburg, Eliahu",J Med Virol
Phylogenetic analysis of SARS‐CoV‐2 IN THE FIRST MONTHS SINCE ITS EMERGENCE,"{""value"":""2020-09-23""}","Pereson, Matías J.; Mojsiejczuk, Laura; Martínez, Alfredo P.; Flichman, Diego M.; Garcia, Gabriel H.; Di Lello, Federico A.",J Med Virol
N‐terminally truncated nucleocapsid protein of SARS‐CoV‐2 as a better serological marker than whole nucleocapsid protein in evaluating the immunogenicity of inactive SARS‐CoV‐2,"{""value"":""2020-09-23""}","Yue, Lei; Cao, Han; Xie, Tianhong; Long, Runxiang; Li, Hua; Yang, Ting; Yan, Min; Xie, Zhongping",J Med Virol
Could ferritin level be an indicator of COVID‐19 disease mortality?,"{""value"":""2020-09-23""}","Tural Onur, Seda; Altın, Sedat; Nedime Sokucu, Sinem; İleri Fikri, Burcu; Barça, Tuğçe; Bolat, Erkut; Toptaş, Mehmet",J Med Virol
Genomic and Proteomic Mutation Landscapes of SARS‐CoV‐2,"{""value"":""2020-09-24""}","Badua, Christian Luke D.C.; Baldo, Karol Ann T.; Medina, Paul Mark B.",J Med Virol
"Human herpesvirus 6, 7 and Epstein Barr virus reactivation in pityriasis rosea during COVID‐19","{""value"":""2020-09-24""}","Drago, Francesco; Ciccarese, Giulia; Rebora, Alfredo; Parodi, Aurora",J Med Virol
COVID‐19 in people living with HIV: clinical implications of dynamics of immune response to SARS‐CoV‐2,"{""value"":""2020-09-25""}","Mondi, A.; Cimini, E.; Colavita, F.; Cicalini, S.; Pinnetti, C.; Matusali, G.; Casetti, R.; Maeurer, M.; Vergori, A.; Mazzotta, V.; Gagliardini, R.; De Zottis, F.; Schininà, V.; Girardi, E.; Puro, V.; Ippolito, G; Vaia, F.; Capobianchi, M.R.; Castilletti, C.; Agrati, C.; Antinori, A.",J Med Virol
